,ID,Event Name,Award ID,Project Title,PI Institution,Other Institution,Prevention and diagnostic tools,Novel approaches and new therapeutic platforms,Immunotherapies and personalized vaccines,Addressing cancer disparities,Pediatric cancers,Specific Aims,Aim 1,Aim 2,Aim 3,Aim 4,Aim 5,Aim 6,Public Health Significance,Award Amount,Grant Start Date:,Grant End Date:,Complete,SR - None,SR - Biobehaviorial MCC,SR - Biorepository & Tissue Tech. MCC,SR - Biostatistics MCC,SR - Clinical Trials Office MCC,SR - Flow Cytometry MCC,SR - Genomics & Computational Bio. MCC,SR - In Vivo Imaging MCC,SR - Microscopy MCC,SR - Radiation Medicine MCC,SR - Transgenic Mouse MCC,SR - Gene Transfer/Targeting/Therap Salk,SR - Transgenic Salk,SR - Mass Spect - Proteom/Metabol Salk,SR - Chemical Library Screening SBPMDI,SR - Functional Genomics SBPMDI,Cancer Metabolism SBPMDI,"Pedal Importance (recruitment, retention, advancement)","If yes, please specify","If no, please specify",Clinical Trials Resulted,First Clinical Trial,First Clinical Trial Patient Count,Second Clinical Trial,Second Clinical Trial Patient Count,Companies Founded,Patents Filed,Patent Details,Peer-Reviewed Publications Count
82,170.0,Initial,169.2,Epigenetic basis of platinum drug resistance in ovarian cancer,Salk Institute,,True,False,False,False,False,Two Specific Aims,Identify regions differentially methylated in carboplatin resistant cells.,Validate resistance-associated regulatory changes at single cell resolution.,,,,,"Platinum drug resistance is a serious clinical problem affecting thousands of patients every year. Patients treated for ovarian cancer receive platinum-based chemotherapy, but 85% of the patients who initially responded eventually relapse and the recurrent tumor is resistant to the treatment. With the modern tools of precision medicine and genomics, we now have a chance to understand better how the tumor cells adapt to and escape the treatment. We will use an experimental system we developed to obtain platinum sensitive and resistant cells that have the exact same DNA sequence. We will look at their entire genome to see how it is being modified as the cells become resistant to the treatment. The location of these modifications in the genome will reveal cellular processes that are mediating the resistance. Importantly, we will check if these changes are different in every cell within a population of cells, which can explain why tumors can rapidly adapt to the treatment and become resistant. This research is likely to result in molecular assays to predict which tumor is more likely to become resistant and how soon. It may also lead to the identification of therapies to prevent or delay the onset of the platinum resistance.",75000.0,2016-05-01,2017-04-30,Complete,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,
83,171.0,Initial,169.3,Epigenetic basis of platinum drug resistance in ovarian cancer,UCSD - not a member of Moores Cancer Center,,True,False,False,False,False,Two Specific Aims,Identify regions differentially methylated in carboplatin resistant cells.,Validate resistance-associated regulatory changes at single cell resolution.,,,,,"Platinum drug resistance is a serious clinical problem affecting thousands of patients every year. Patients treated for ovarian cancer receive platinum-based chemotherapy, but 85% of the patients who initially responded eventually relapse and the recurrent tumor is resistant to the treatment. With the modern tools of precision medicine and genomics, we now have a chance to understand better how the tumor cells adapt to and escape the treatment. We will use an experimental system we developed to obtain platinum sensitive and resistant cells that have the exact same DNA sequence. We will look at their entire genome to see how it is being modified as the cells become resistant to the treatment. The location of these modifications in the genome will reveal cellular processes that are mediating the resistance. Importantly, we will check if these changes are different in every cell within a population of cells, which can explain why tumors can rapidly adapt to the treatment and become resistant. This research is likely to result in molecular assays to predict which tumor is more likely to become resistant and how soon. It may also lead to the identification of therapies to prevent or delay the onset of the platinum resistance.",75000.0,2016-05-01,2017-04-30,Complete,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,
84,9.0,Initial,9.1,New Therapies for Myeloid Leukemia,Moores Cancer Center,,False,True,False,False,False,Two Specific Aims,Determine if inhibitory Tspan3 mAb impairs the growth of diverse types of indolent and aggressive myeloid leukemia  ,Identify biomarkers predictive of response to Tspan3 inhibition.,,,,,"Acute Myelogenous Leukemia (AML) is a cancer marked by rapid and uncontrolled growth of immature cells of the myeloid lineage. Although it is the most common acute leukemia in adults, current treatments, which include chemotherapy and bone marrow transplantation, are largely ineffective, leading to relapse and death in  most patients. AML also occurs in children, and pediatric AML has a much poorer outcome than other childhood leukemias. In light of these issues, AML represents a disease with a significant unmet medical need. Given that  there have been no new therapies for AML in the last 30-40 years, identifying new approaches to target AML is critically important. At a cellular level, AML is heterogeneous and has been shown to be driven by cancer stem cells. Thus strategies aimed at inhibiting cancer stem cell growth and renewal may target the fundamental  propagative abilities of the tumor and allow development of a more targeted therapy. Importantly, AML can often arise from early stage myeloid disorders such as myelodysplastic syndrome (MDS) or myeloproliferative  neoplasms (MPN), thus also providing an opportunity to block its progression at earlier stages. Our goal is to develop a new therapeutic agent that can block growth and progression of these myeloid disorders. To this end we have developed antibodies that target a protein required for AML growth. We will test whether these antibodies can block progression of MDS/MPN to AML and improve outcomes. If successful, these exciting studies could to lead to a new treatment strategy for myeloid leukemia.",200000.0,2020-02-01,2021-01-31,Complete,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,No,,timeline not applicable,0.0,,,,,,No,,Zero
85,65.0,Initial,9.2,New Therapies for Myeloid Leukemia,Moores Cancer Center,,False,True,False,False,False,Two Specific Aims,Determine if inhibitory Tspan3 mAb impairs the growth of diverse types of indolent and aggressive myeloid leukemia.,Identify biomarkers predictive of response to Tspan3 inhibition.,,,,,"Acute Myelogenous Leukemia (AML) is a cancer marked by rapid and uncontrolled growth of immature cells of the myeloid lineage. Although it is the most common acute leukemia in adults, current treatments, which include chemotherapy and bone marrow transplantation, are largely ineffective, leading to relapse and death in  most patients. AML also occurs in children, and pediatric AML has a much poorer outcome than other childhood leukemias. In light of these issues, AML represents a disease with a significant unmet medical need. Given that  there have been no new therapies for AML in the last 30-40 years, identifying new approaches to target AML is critically important. At a cellular level, AML is heterogeneous and has been shown to be driven by cancer stem cells. Thus strategies aimed at inhibiting cancer stem cell growth and renewal may target the fundamental  propagative abilities of the tumor and allow development of a more targeted therapy. Importantly, AML can often arise from early stage myeloid disorders such as myelodysplastic syndrome (MDS) or myeloproliferative  neoplasms (MPN), thus also providing an opportunity to block its progression at earlier stages. Our goal is to develop a new therapeutic agent that can block growth and progression of these myeloid disorders. To this end we have developed antibodies that target a protein required for AML growth. We will test whether these antibodies can block progression of MDS/MPN to AML and improve outcomes. If successful, these exciting studies could to lead to a new treatment strategy for myeloid leukemia.  ",200000.0,2020-02-01,2021-01-31,Complete,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,No,,,0.0,,,,,,No,,Zero
86,66.0,Initial,9.3,New Therapies for Myeloid Leukemia,Moores Cancer Center,,False,True,False,False,False,Two Specific Aims,Determine if inhibitory Tspan3 mAb impairs the growth of diverse types of indolent and aggressive myeloid leukemia.,Identify biomarkers predictive of response to Tspan3 inhibition.,,,,,"Acute Myelogenous Leukemia (AML) is a cancer marked by rapid and uncontrolled growth of immature cells of the myeloid lineage. Although it is the most common acute leukemia in adults, current treatments, which include chemotherapy and bone marrow transplantation, are largely ineffective, leading to relapse and death in  most patients. AML also occurs in children, and pediatric AML has a much poorer outcome than other childhood leukemias. In light of these issues, AML represents a disease with a significant unmet medical need. Given that  there have been no new therapies for AML in the last 30-40 years, identifying new approaches to target AML is critically important. At a cellular level, AML is heterogeneous and has been shown to be driven by cancer stem cells. Thus strategies aimed at inhibiting cancer stem cell growth and renewal may target the fundamental  propagative abilities of the tumor and allow development of a more targeted therapy. Importantly, AML can often arise from early stage myeloid disorders such as myelodysplastic syndrome (MDS) or myeloproliferative  neoplasms (MPN), thus also providing an opportunity to block its progression at earlier stages. Our goal is to develop a new therapeutic agent that can block growth and progression of these myeloid disorders. To this end we have developed antibodies that target a protein required for AML growth. We will test whether these antibodies can block progression of MDS/MPN to AML and improve outcomes. If successful, these exciting studies could to lead to a new treatment strategy for myeloid leukemia.  ",200000.0,2020-02-01,2021-01-31,Complete,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,No,,My role on this project is to help with patient samples from ,0.0,,,,,,No,,Zero
87,174.0,Initial,174.1,Mechanisms Linking Prolonged Nightly Fasting with Cancer Risk,UCSD - not a member of Moores Cancer Center,,True,False,False,False,False,Three Specific Aims,fasting insulin concentration and glycemic regulation,inflammation (CRP),"body mass index, sleep duration and quality, and physical activity",,,,"Obesity is epidemic, thus, identification and validation of feasible, efficacious approaches to reducing-obesity related cancer risk are needed. This is a proposal to examine whether in humans, a long nightly fasting interval  can reduce the risk of cancer. Research in rodents indicates that this type of time-restricted feeding can protect against obesity, high insulin levels, fatty liver, and inflammation; all of which can increase cancer risk. Data from human studies are limited, but also suggest positive effects on these markers of cancer risk. The  hypothesis of this study is that a regular pattern of prolonged nightly fasting (13 or more hours per night) will improve factors that may increase the risk of common cancers. Specifically, we propose to test whether in comparison to a short fasting interval, a 13+ hour nightly fasting interval is associated with lower blood glucose  levels, lower inflammation, lower levels of obesity, and improved sleep. As exploratory aims, we will investigate the association of prolonged nightly fasting with metabolites in the blood, such as sugars and fats. We will also  examine the association of nightly fasting with the gut microbiome, which may help us understand how a prolonged nightly fast could improve health. If habitual prolonged nightly fasting improves metabolic health and  reduces cancer risk, this would be an important discovery in cancer prevention that could improve the health of US adults.",75000.0,2016-05-01,2017-04-30,Complete,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,
88,175.0,Initial,174.2,Mechanisms Linking Prolonged Nightly Fasting with Cancer Risk,UCSD - not a member of Moores Cancer Center,,True,False,False,False,False,Three Specific Aims,fasting insulin concentration and glycemic regulation,inflammation (CRP),"body mass index, sleep duration and quality, and physical activity",,,,"Obesity is epidemic, thus, identification and validation of feasible, efficacious approaches to reducing-obesity related cancer risk are needed. This is a proposal to examine whether in humans, a long nightly fasting interval can reduce the risk of cancer. Research in rodents indicates that this type of time-restricted feeding can protect against obesity, high insulin levels, fatty liver, and inflammation; all of which can increase cancer risk. Data from human studies are limited, but also suggest positive effects on these markers of cancer risk. The hypothesis of this study is that a regular pattern of prolonged nightly fasting (13 or more hours per night) will  improve factors that may increase the risk of common cancers. Specifically, we propose to test whether in comparison to a short fasting interval, a 13+ hour nightly fasting interval is associated with lower blood glucose levels, lower inflammation, lower levels of obesity, and improved sleep. As exploratory aims, we will investigate the association of prolonged nightly fasting with metabolites in the blood, such as sugars and fats. We will also examine the association of nightly fasting with the gut microbiome, which may help us understand how a prolonged nightly fast could improve health. If habitual prolonged nightly fasting improves metabolic health and reduces cancer risk, this would be an important discovery in cancer prevention that could improve the health of  US adults.",75000.0,2016-05-01,2017-04-30,Complete,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,
89,176.0,Initial,174.3,Mechanisms Linking Prolonged Nightly Fasting with Cancer Risk,Salk Institute,,True,False,False,False,False,Three Specific Aims,fasting insulin concentration and glycemic regulation,inflammation (CRP),"body mass index, sleep duration and quality, and physical activity",,,,"Obesity is epidemic, thus, identification and validation of feasible, efficacious approaches to reducing-obesity related cancer risk are needed. This is a proposal to examine whether in humans; a long nightly fasting interval can reduce the risk of cancer. Research in rodents indicates that this type of time-restricted feeding can protect against obesity, high insulin levels, fatty liver, and inflammation; all of which can increase cancer risk. Data from human studies are limited, but also suggest positive effects on these markers of cancer risk. The hypothesis of this study is that a regular pattern of prolonged nightly fasting (13 or more hours per night) will improve factors that may increase the risk of common cancers. Specifically, we propose to test whether in comparison to a short fasting interval, a 13+ hour nightly fasting interval is associated with lower blood glucose levels, lower inflammation, lower levels of obesity, and improved sleep. As exploratory aims, we will investigate the association of prolonged nightly fasting with metabolites in the blood, such as sugars and fats. We will also examine the association of nightly fasting with the gut microbiome, which may help us understand how a prolonged nightly fast could improve health. If habitual prolonged nightly fasting improves metabolic health and reduces cancer risk, this would be an important discovery in cancer prevention that could improve the health of US adults.",75000.0,2016-05-01,2016-04-30,Complete,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,
90,11.0,Initial,11.1,Precision Interception of Gastric Cancers,Moores Cancer Center,,False,True,False,False,False,Three Specific Aims,Network-guided target Identification and prioritization.,Validation of network-prioritized targets using pre-clinical animal models of GC initiation and  progression.,Phase '0' proof-of-concept trials testing the efficacy of drugs for intercepting GC initiation and  progression using human organoid-based disease models.,,,,"A team of researchers comprised of engineers, cancer biologists, and physician-scientists have joined forces to intercept the devastating disease that is Gastric Cancer (GC). GCs often present as advanced disease and kill silently. Fortunately, this disease has well known triggers, e.g., the cancer-causing bug, Helicobacter pylori (Hp)  and some poorly understood, but definite pre-cancerous states that are typically not treatable by surgery but could be specifically intercepted with medical treatment. Currently, no such treatment exists; this team seeks to  change just that.  This team is deploying a new set of mathematical tools for finding precise drugs that prevent GCs and utilizing human stem-cell based disease models for target validation. The team has already created the first-ever map of how GCs begin and has defined the most important steps of GC progression that could be precisely intercepted with drugs. Going forward, their goal is to validate ~3-6 new drugs, some aimed for prevention and others for halting metastatic disease.  There are 2 reasons why this team is likely to succeed where others have failed:  First, when it comes to drug discovery in GC, this team employs precise and unbiased AI-based approaches to expose previously unknown and undefined intermediate stages before GCs and reveal how to stop  progression.  Second, when it comes to drug testing, this team has developed human models that are reverse engineered with the GC-causing bug, the stomach lining and the immune cells to mimic the human ""stomach-in-a-dish"".  These human-relevant models are expected to enable rapidly translation of discoveries.",125000.0,2020-07-01,2021-06-30,Complete,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,No,,,0.0,,,,,,No,,One
91,69.0,Initial,11.2,Precision Interception of Gastric Cancers,Moores Cancer Center,,False,True,False,False,False,Three Specific Aims,Network-guided target Identification and prioritization.,Validation of network-prioritized targets using pre-clinical animal models of GC initiation and  progression.,Phase '0' proof-of-concept trials testing the efficacy of drugs for intercepting GC initiation and  progression using human organoid-based disease models.,,,,"A team of researchers comprised of engineers, cancer biologists, and physician-scientists have joined forces to intercept the devastating disease that is Gastric Cancer (GC). GCs often present as advanced disease and kill silently. Fortunately, this disease has well known triggers, e.g., the cancer-causing bug, Helicobacter pylori (Hp) and some poorly understood, but definite pre-cancerous states that are typically not treatable by surgery but could be specifically intercepted with medical treatment. Currently, no such treatment exists; this team seeks to change just that.  This team is deploying a new set of mathematical tools for finding precise drugs that prevent GCs and utilizing human stem-cell based disease models for target validation. The team has already created the first-ever map of how GCs begin and has defined the most important steps of GC progression that could be precisely intercepted with drugs. Going forward, their goal is to validate ~3-6 new drugs, some aimed for prevention and others for halting metastatic disease.  There are 2 reasons why this team is likely to succeed where others have failed:  First, when it comes to drug discovery in GC, this team employs precise and unbiased AI-based approaches to expose previously unknown and undefined intermediate stages before GCs and reveal how to stop progression.  Second, when it comes to drug testing, this team has developed human models that are reverse engineered with the GC-causing bug, the stomach lining and the immune cells to mimic the human ""stomach-in-a-dish"".  These human-relevant models are expected to enable rapidly translation of discoveries.",125000.0,2020-07-01,2021-06-30,Complete,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Yes,I was recently promoted to Professor Step 9.,,0.0,,,,,N/A.,No,,Two
92,137.0,Initial,11.3,Precision Interception of Gastric Cancers,Sanford Burnum,,False,True,False,False,False,Three Specific Aims,Network-guided target identification and prioritization.,Validation of network-prioritized targets using pre-clinical animal models of GC initiation and progression.,Phase '0' proof-of-concept trials testing the efficacy of drugs for intercepting GC initiation and progression using human organoid-based disease models.,,,,"A team of researchers comprised of engineers, cancer biologists, and physician-scientists have joined forces to intercept the devastating disease that is Gastric Cancer (GC). GCs often present as advanced disease and kill silently. Fortunately, this disease has well known triggers, e.g., the cancer-causing bug, Helicobacter pylori (Hp) and some poorly understood, but definite pre-cancerous states that are typically not treatable by surgery but could be specifically intercepted with medical treatment. Currently, no such treatment exists; this team seeks to change just that.  This team is deploying a new set of mathematical tools for finding precise drugs that prevent GCs and utilizing human stem-cell based disease models for target validation. The team has already created the first-ever map of how GCs begin and has defined the most important steps of GC progression that could be precisely intercepted with drugs. Going forward, their goal is to validate ~3-6 new drugs, some aimed for prevention and others for halting metastatic disease.  There are 2 reasons why this team is likely to succeed where others have failed:  First, when it comes to drug discovery in GC, this team employs precise and unbiased AI-based approaches to expose previously unknown and undefined intermediate stages before GCs and reveal how to stop progression.  Second, when it comes to drug testing, this team has developed human models that are reverse engineered with the GC-causing bug, the stomach lining and the immune cells to mimic the human ""stomach-in-a-dish"".  These human-relevant models are expected to enable rapidly translation of discoveries.",125000.0,2020-07-01,2021-06-30,Incomplete,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,
93,12.0,Initial,12.1,Examination of inhibitors of the ULK1 autophagy kinase as therapeutics in NSCLC,Moores Cancer Center,,False,True,False,False,False,Two Specific Aims,To test ULK1 inhibitor +/- standard of care for NSCLC cell lines in cell culture to examine if autophagy inhibitor reverses chemo- or TKI-resistant phenotype,To test ULK1 inhibitor +/- standard of care chemotherapy or TKIs in NSCLC PDX  xenografts in mice,,,,,"Lung cancer is the number 1 cause of cancer deaths per year, causing more deaths annually as colon, breast, and prostate cancer combined. One of the reasons underpinning the high mortality rate of lung cancer is the rapid development of therapeutic resistance to chemotherapies, as well as resistance to targeted therapies in those select patients for which genetically targeted therapies are applicable. ULK1 is a key enzyme in a cellular  process known as autophagy. Autophagy is normally used in cells to survive starvation conditions by recycling internal stores of nutrients, but autophagy gets upregulated in tumor cells, especially in response to therapy. We and other hypothesize that autophagy allows lung cancer cells to evade cell death in response to chemo- and targeted therapies, causing resistance. We have very recently developed new orally available small molecule inhibitors of ULK1, which we have shown suppress autophagy and work without toxicity in animal models. Here  we propose here to test our new ULK1 inhibitors in the first-of-its-kind study for the treatment of lung cancer, and further to specifically to see if they will re-sensitize human tumor samples to standard therapies. We believe autophagy inhibitors have unique promise against a broad set of lung cancers, when used in combination with existing therapeutics.",125000.0,2020-07-01,2021-06-30,Complete,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Yes,Provided an opportunity for continue research goals.,,0.0,,,,,none,No,,One
94,70.0,Initial,12.2,Examination of inhibitors of the ULK1 autophagy kinase as therapeutics in NSCLC,Sanford Burnum,,False,True,False,False,False,Two Specific Aims,To test ULK1 inhibitor +/- standard of care for NSCLC cell lines in cell culture to examine if autophagy inhibitor reverses chemo- or TKI-resistant phenotype,To test ULK1 inhibitor +/- standard of care chemotherapy or TKIs in NSCLC PDX xenografts in mice,,,,,"Lung cancer is the number 1 cause of cancer deaths per year, causing more deaths annually as colon, breast, and prostate cancer combined. One of the reasons underpinning the high mortality rate of lung cancer is the rapid development of therapeutic resistance to chemotherapies, as well as resistance to targeted therapies in those select patients for which genetically targeted therapies are applicable. ULK1 is a key enzyme in a cellular  process known as autophagy. Autophagy is normally used in cells to survive starvation conditions by recycling internal stores of nutrients, but autophagy gets upregulated in tumor cells, especially in response to therapy. We and other hypothesize that autophagy allows lung cancer cells to evade cell death in response to chemo- and targeted therapies, causing resistance. We have very recently developed new orally available small molecule inhibitors of ULK1, which we have shown suppress autophagy and work without toxicity in animal models. Here  we propose here to test our new ULK1 inhibitors in the first-of-its-kind study for the treatment of lung cancer, and further to specifically to see if they will re-sensitize human tumor samples to standard therapies. We believe autophagy inhibitors have unique promise against a broad set of lung cancers, when used in combination with existing therapeutics.  ",125000.0,2020-07-01,2021-06-30,Complete,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Yes,A new graduate student joined my lab in 2021 and a main reason for his interest in pursuing graduate studies with me was our work on autophagy in cancer.,,0.0,,,,,"Endeavor Biomedicines licensed this program and pursuing the lead ULKi candidate, now renamed ENV-201",No,,Two
95,71.0,Initial,12.3,Examination of inhibitors of the ULK1 autophagy kinase as therapeutics in NSCLC,Salk Institute,,False,True,False,False,False,Two Specific Aims,To test ULK1 inhibitor +/- standard of care for NSCLC cell lines in cell culture to examine if autophagy inhibitor reverses chemo- or TKI-resistant phenotype,To test ULK1 inhibitor +/- standard of care chemotherapy or TKIs in NSCLC PDX xenografts in mice,,,,,"Lung cancer is the number 1 cause of cancer deaths per year, causing more deaths annually as colon, breast, and prostate cancer combined. One of the reasons underpinning the high mortality rate of lung cancer is the rapid development of therapeutic resistance to chemotherapies, as well as resistance to targeted therapies in those select patients for which genetically targeted therapies are applicable. ULK1 is a key enzyme in a cellular  process known as autophagy. Autophagy is normally used in cells to survive starvation conditions by recycling internal stores of nutrients, but autophagy gets upregulated in tumor cells, especially in response to therapy. We and other hypothesize that autophagy allows lung cancer cells to evade cell death in response to chemo- and targeted therapies, causing resistance. We have very recently developed new orally available small molecule inhibitors of ULK1, which we have shown suppress autophagy and work without toxicity in animal models. Here  we propose here to test our new ULK1 inhibitors in the first-of-its-kind study for the treatment of lung cancer, and further to specifically to see if they will re-sensitize human tumor samples to standard therapies. We believe autophagy inhibitors have unique promise against a broad set of lung cancers, when used in combination with existing therapeutics.  ",125000.0,2020-07-01,2021-06-30,Complete,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,No,,I was already tenured and Director of the Salk Cancer Center at the time of the award so this does not apply ,0.0,,,,,"Endeavor Biomedicines licensed this program and pursuing the lead ULKi candidate, now renamed ENV-201",No,,Two
96,13.0,Initial,13.1,Neoantigen-specific T cell responses in exceptional responders to immunotherapy in NSCLC,Salk Institute,,False,False,True,False,False,Two Specific Aims,To identify NeoAntigen (NeoAg)-specific CD4+ and CD8+ T cells in NSCLC patients prior to and after  anti-PD-1 therapy.,To characterize the TCR repertoires of NeoAg-specific T cells prior to and after a-PD-1 therapy.,,,,,"A breakthrough in cancer treatment are drugs aimed to revitalize our immune system to  attack cancer, also known as immunotherapies. However, the majority of patients are non-responders or their cancer develops resistance months after initially responding to therapy (progressors). A few patients on the other hand, are 'exceptional responders' who experience complete cures with tumors melting away  within months. In order to find a ""true"" cure for cancer, it is critical to understand why some patients' tumors completely regress and others do not. This pilot project will address this question in a way that has not been investigated before by comparing the immune responses induced between 'exceptional responders',  'progressors' and 'non-responders'. By definition, tumors are created by mutations that allow it to outgrow normal tissue. These mutations create 'neoantigens' that could potentially induce immune reactions. Many have tried to identify biomarkers that correlate with positive outcomes, but no study has systematically  compared the number or quality of tumor-reactive T cells across these groups to correlate with clinical outcome. We have a time-series of blood samples collected from more than 20 patients with metastatic lung cancer treated with a form of immunotherapy called KEYTRUDA (pembrolizumab) who vary in their responses to treatment. Importantly, we have cryopreserved many T cells from each patient that we can  use to enumerate tumor-reactive T cells between patients with different outcomes. This type of analysis may provide the best understanding of patient responses to immunotherapy to date.",125000.0,2020-07-01,2021-06-30,Complete,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,No,,"I was recruited to Salk prior to the obtaining funding from Pedal the Cause. Despite this, the funding we are using for this project is important as it would be difficult to obtain elsewhere.",0.0,,,,,,No,,Zero
97,72.0,Initial,13.2,Neoantigen-specific T cell responses in exceptional responders to immunotherapy in NSCLC,LJI,,False,False,True,False,False,Two Specific Aims,To identify NeoAntigen (NeoAg)-specific CD4+ and CD8+ T cells in NSCLC patients prior to and after anti-PD-1 therapy.,To characterize the TCR repertoires of NeoAg-specific T cells prior to and after a-PD-1 therapy.,,,,,"A breakthrough in cancer treatment are drugs aimed to revitalize our immune system to attack cancer, also known as immunotherapies. However, the majority of patients are non-responders or their cancer develops resistance months after initially responding to therapy (progressors). A few patients on the other hand, are 'exceptional responders' who experience complete cures with tumors melting away within months. In order to find a ""true"" cure for cancer, it is critical to understand why some patients' tumors completely regress and others do not. This pilot project will address this question in a way that has not been investigated before by comparing the immune responses induced between 'exceptional responders', 'progressors' and 'non-responders'. By definition, tumors are created by mutations that allow it to outgrow normal tissue. These mutations create 'neoantigens' that could potentially induce immune reactions. Many have tried to identify biomarkers that correlate with positive outcomes, but no study has systematically compared the number or quality of tumor-reactive T cells across these groups to correlate with clinical outcome. We have a time-series of blood samples collected from more than 20 patients with metastatic lung cancer treated with a form of immunotherapy called KEYTRUDA (pembrolizumab) who vary in their responses to treatment. Importantly, we have cryopreserved many T cells from each patient that we can use to enumerate tumor-reactive T cells between patients with different outcomes. This type of analysis may provide the best understanding of patient responses to immunotherapy to date.  ",125000.0,2020-07-01,2021-06-30,Complete,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,
98,73.0,Initial,13.3,Neoantigen-specific T cell responses in exceptional responders to immunotherapy in NSCLC,Moores Cancer Center,,False,False,True,False,False,Two Specific Aims,To identify NeoAntigen (NeoAg)-specific CD4+ and CD8+ T cells in NSCLC patients prior to and after anti-PD-1 therapy.,To characterize the TCR repertoires of NeoAg-specific T cells prior to and after a-PD-1 therapy.,,,,,"A breakthrough in cancer treatment are drugs aimed to revitalize our immune system to attack cancer, also known as immunotherapies. However, the majority of patients are non-responders or their cancer develops resistance months after initially responding to therapy (progressors). A few patients on the other hand, are 'exceptional responders' who experience complete cures with tumors melting away within months. In order to find a ""true"" cure for cancer, it is critical to understand why some patients' tumors completely regress and others do not. This pilot project will address this question in a way that has not been investigated before by comparing the immune responses induced between 'exceptional responders', 'progressors' and 'non-responders'. By definition, tumors are created by mutations that allow it to outgrow normal tissue. These mutations create 'neoantigens' that could potentially induce immune reactions. Many have tried to identify biomarkers that correlate with positive outcomes, but no study has systematically compared the number or quality of tumor-reactive T cells across these groups to correlate with clinical outcome. We have a time-series of blood samples collected from more than 20 patients with metastatic lung cancer treated with a form of immunotherapy called KEYTRUDA (pembrolizumab) who vary in their responses to treatment. Importantly, we have cryopreserved many T cells from each patient that we can use to enumerate tumor-reactive T cells between patients with different outcomes. This type of analysis may provide the best understanding of patient responses to immunotherapy to date.",125000.0,2020-07-01,2021-06-30,Complete,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,No,,"I was recruited to Salk prior to the obtaining funding from Pedal the Cause. Despite this, the funding we are using for this project is important as it would be difficult to obtain elsewhere. ",0.0,,,,,No companies,No,,Zero
99,14.0,Initial,14.1,Defining the mechanisms of pancreatic cancer susceptibility in patient-derived organoid models,Moores Cancer Center,,True,False,False,False,False,Two Specific Aims,Delineate unique molecular features of chronic pancreatitis patient-derived organoids.,Define transformation potential in the background of pancreatitis.,,,,,"Pancreatic cancer (PDA) is a deadly malignancy. Most PDA patients are diagnosed with late-stage disease and no longer benefit from surgery, the only curative treatment for this disease. Early detection would greatly increase the number of patients who receive this life-saving surgery. Unfortunately, diagnostic tests with the necessary specificity for pancreatic cancer are not available. This is due in part to the difficulty in discriminating between pancreatic cancer and pancreatitis. Pancreatitis is a common type of pancreatic inflammation that resolves naturally in most patients and has a low mortality rate. However, it shares several features with PDA, including the development of fibrotic scar tissue, making it difficult to distinguish between patients with pancreatitis and PDA. We propose to make models from pancreatitis patients that will enable in depth comparison to a collection of models already generated from normal pancreas and pancreatic cancer patients. This will facilitate the discovery of biomarkers that are unique to pancreatic cancer and can be used for early detection.  Several populations exhibit elevated risk for developing pancreatic cancer. Patients with chronic pancreatitis are at 3.5-fold higher risk than the general population and patients with hereditary pancreatitis have a 40-55% lifetime risk of developing PDA. However, the underlying cause of this increased risk is largely unknown. To develop prevention approached for this at-risk patient population, we need a better understanding of why they have increased susceptibility to cancer. Therefore, we will use the models we generate from pancreatitis patients to uncover the source of pancreatic cancer risk.",125000.0,2020-07-01,2021-06-30,Complete,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Yes,This is an important project for our research program because chronic pancreatitis is an under-studied disease.  We have a multi-disciplinary pancreatitis clinic program and need to take advantage of this resource.  ,,0.0,,,,,None,No,,Zero
